commentID,newID,comment,judge
69,9,니가 관련자고 아니고서를 떠나서 대한민국의 대통령의 직함으로 말할때는 무조건 국고 7000억이 범죄자한테 넘어가게 생긴 꼴을 보고 반드시 국고환수를 추진하라고 말해야 하는게 대통령 아니냐?? 대통령이 난 몰라 하는게 맞아? 너가 범죄자이고 그 당사자니까 난 몰라요 하는거지. 당장 사형시켜라.,0
70,9,"윤석열 정권 내내 300번 이상 압수수색 으로 린치하고도 증거라곤 윤석열 포함 50억 클럽만 나오니 덥더니 이제와서 항소???근거 못찿으니 선거위반등 다른거로 기소하더니, 인디안 기후제 처럼 이재명 잡을때 까지 극우당과 윤개검찰은 끌고가겠다는거네 ??",0
71,9,정성호는 법무부장관이 아니라 이재명 변호사처럼 행동하고 말한다,0
72,9,구라 까고 있네,0
73,9,지넘 치적이고 자신이 대장동 설계자라고 자랑하다가 먼 개소리ㅋ,0
74,9,감히 나한테 보고하지 않고 지맘대로 항소 포기했다고  화를 내야 정상이지. 그럼 보고 않고 항소포기시킨 법무장관을 파면하라.,0
75,9,죄다 항소포기에 대한 기사네. .실익이 없는거 니들도 알지않어? 검사구형보다 더 나왔잖아..ㅉㅉ..내란범 윤씨 항소포기할때 침묵한 검사들이 이제와 기사로 여론을 만들고싶은건 아니지?,0
76,9,입벌구 범죄정권 대장동 한패,0
77,9,"또또또 아랫사람이 했다도르
근데 항상 최대수혜자는 이재명이네?",0
78,9,한가롭지 않아서 국정자원 불타고 있는데 예능 처나갔냐 ㅋㅋ,0
79,9,"놀구 있네. 찢재명의 명이 아니면 누가 지 일도 아닌데 나서서 항소포기 하라고 하냐. 정성호,이진수는 탄핵하고 검찰놈들 특검 해야지",0
80,10,니들 좋아하는 일본도 헤이트스피치법으로 처벌한다,0
81,10,중국을 욕해도 안돼요 이젠 이재명을 욕해도 일돼요???  이게 나라냐????  이재명 니가 김정은보다 덜한게 뭐야????  이재명을 하루 빨리 탄핵합시다!!!!!!!,0
82,10,"정부는  혹시  중국의  정부인가요.   한국사람이  어떻게  한국인을  위한  정책이  아닌  중국인을  위한
정책을  계속  끊임없이   만드는가  이다.  한국인이  일해서  세금내는  나라에서  중국인보호  정책을   만든다.",0
83,10,허위조작유포는 더분어범죄당과 김어준이다ㆍ서영교 김어준 전현희등등 먼저처벌해라,0
84,10,자기의 과오를 반성하기는 커녕 팩트를 말하면 불편하니 법으로 국민들 입을 꼬매버리는 최악의 대통령,0
85,10,민주주의는 상대에 대한 존중이 기본이고 사회적 대화로 갈등을 풀어가려면 혐오나 조롱등의 표현을 방치해선 곤란하죠 국민의 일상이 그대로 직접민주주의 모습이 되도록 사회적 대화가 많아지길 바라며 이재명대통령을 응원하고 지지합니다,0
86,11,"귀신에 집착하는 나라
나라 팔아먹은 이씨왕조인데 
오세훈 화이팅",0
87,12,계엄한걸 내란이라고 굳이 내몰고 국민선동질하는건 여전하구나?,0
88,12,민주당이 내란이야,0
89,12,문재인은 적폐청산이라는 타이틀만 걸어놓고 실지로 한것이 없다. 이재명은 반드시 할것이다. 나는 김만배 기자수첩에 나와있던 기자놈들이나 골프장가서 용돈처받던 기뢰기들이 처벌됬다는 뉴스를 본적이 없다. 그결과아는사람들있나? 대장동을 이렇게 어영구영끝내면 또 똑같은짓이 계속반복될것이다. 화천대유 천하동인 이런데서 검판사하던놈들 감사네 이사네 직책달고 50억씩 받아쳐먹으면서 이런사업을 비호해주고 자신들은 빠져나가고 이재명같이 땡전한푼안받은사람만 배임으로 엮어서 넣으면 제2 제3의 대장동이 계속생길것이다. 아주좍살내버려라,0
90,12,"""내란""이란 단어는 포함되어있지 않다. 그러나, 선동하기에는 내란 프레임이 너~~~무 좋다. 416 노란리본처럼. 미안하다 고맙다 훠훠훠훠",0
91,12,"물가,환율,관세 뭐 하나 해결하는 건 없고 내란으로 그냥 퉁~~국민들이 잘 보고 있음. 아주 잘~",0
92,12,단군이래 최악의 적폐세력은 다중범죄자이재명의 범죄자정권과 더불어 범죄당이다.,0
93,12,아직 법원에서 결정되지 않은 내란죄를 덮어 씌운다면 아직 판결나지 않은 12개혐의 5개 재판을 포함 당신을 예비전과 16범이라 칭해도 되겠지?,0
94,12,탄핵!!!,0
95,12,헛소리 그만하고 대장동을 왜 단군이래 최대 치적이라 했는지? 그리고 김현지는 왜 꽁꽁 숨기는지? 이런 것들을 솔직하게 밝혀야 대통령질 계속 할 수 있을 거란 이야기 많다는 것 알고는 있나???,0
96,12,"근데 진짜 대단하긴 하다. 7월 31일날 관세 협상 합의했다고 해놓고, 합의문 작성안해서 거짓말인거 드러낫고, 이번에 APEC에서 또 합의했다면서도 합의문(팩트시트) 또 없음. 대한민국 국민들이 전부 개돼지로 보이나? 완전 또라이 정권이야",0
97,12,전과4범 재판 안받고 감방 안갈려고 내란 몰이하고 찬탈한 리짜이밍과 그의 무리 종북좌 린민들,0
98,12,용산과 법무부와의 관계를 고려했다는 검찰총장의 자백으로 재명정권의 거짓과 위선을 국민들은 똑똑히 보았다,0
99,12,"국민의힘107석현직의원과 국민의힘~2찍들은 불법불공정한 이재명대통령님의 전과누적수를 대국민사기망동때문에 국민의힘107석현직의원과 국민의힘~2찍들은 공중해산된다(홍준표직격탄,2025,11,11~)",0
100,13,나경원은 항상 논리가 딸리니까 마지막은 꼭 인신공격이지. 나경원이 국힘을 대표하고 나서는 시기 동안 국힘이 잘 된 적이 없다,0
101,13,"니 재판이나 지연시키지말고 잘 받아라~ 
내란 동조  극우 선동 나빠루야~",0
102,13,빠루 너도 탄핵감이다,0
103,13,언론도 독재정권의 부역의 길로 가고있나봐요  독일 나치정권과 흡사한듯,0
104,13,이런 재판 안 받는 나빠루,0
105,13,얘 좀 기사내지마..똑똑하길 하냐? 말을 잘하냐? 이쁘기를 하냐?,0
106,13,"🐕 年, 한마디도 인간이하는말아님",0
107,13,뱀 같은 일본녀,0
108,13,이 아줌마 좀 안나왔으면..,0
109,13,근본이  안된 X,0
110,13,내란대변인 나왔네,0
111,13,"이 여자 대체 언제 잡아가나요???????????
아후~ 시끄러워 못살겠네",0
112,13,"진짜 수준...ㅋㅋㅋ 저게 이 나라의 판사였고, 국회의원인데다가 5선이라니ㅋㅋㅋㅋ 동작구는 어마어마하게 잘사는 동네인가봐?ㅋㅋㅋㅋ",0
113,13,"제2의 홍준표납시었네.. 진행자가 먼질문이든 할수 있고, 대답자신없으면 모른다고 하면 될일이지, 진행자를 공격하는 치사한짓을 하냐? 달을 봐야지 손가락을 지적질해대면 되것냐? 5선씩이나 된담서.. 초선같은짓을 하다니...",0
114,13,본질은 감히 입담담지도 못하면서 자기보다 약하다고 생각되면 물고 늘어지는 치졸한 정치꾼 !!! 나경원!!!,0
115,13,뜻대로 풀리 게 없어서 그런지 편협한 피해의식에 사로잡힌 야당의 현실을 단적으로 보여주고 있는 모습 같아 안타까움을 넘어서 한심하기 그지 없다는,0
116,13,"빠루는 먼저 누가  들었는지 화면에도 나오더만 그걸보고도 나빠루라 하는건지, 편향된 언론만 접해서 그런건지 이해가 안되네.",0
117,13,나베는 도데체 5선씩이나 하면서 나라를위해 뭘했냐,0
118,13,판사는 어찌했나 몰것네,0
119,13,나배 빠루짱..다마레데스요,0
120,14,정권 몰락은 자유당 공화당 한나라당 새누리당 국짐당때나 몰락이지 역대 민주당은 몰락한적이 없다 참 당명 마이도 바뀌었네 뭐땜시 ......,0
121,14,특검하자  국정조사  모두해라  대장동에서 동먹은놈들 모두 조사하자  ㅎㅎ곽쌍도 박영수 윤석얄  오십억클럽  ㅋㅋ모두 곰찰출신  국짐당  해보자  ㅋㅋ,0
122,14,부당이득 7000억이 어디로 가는지 꼭 밝혀내라..,0
123,14,내란정당이 마지막 바락을 하는구만,0
124,14,"여러분!!  기레기들이 또 난동을 피우기 시작했어요.
기레기 조심하세요~",0
125,14,조작 수사에 대한 응징에 나설 차례임.,0
126,14,동혁아 되겠냐? ㅋ,0
127,14,국민의 80%는 조 작 질 개검 스 레 기과 주정 뱅이의  개들  국민의 똥과 토 왜 기관지는 역사속으로 사라지길 원한다,0
128,14,"참.. 하찮은 인간들 하찮은 짓들만 하는구나
나라 망치지말고 쓰레기들 청소좀 하게 입 좀 닥치고 있어라",0
129,14,정권 몰락하면  국힘에  좋은거  아냐?  부채질 해야지  왜  훼방을 놓지?,0
130,14,"대장동, 김현지, 리재명의 공통점이 무엇인지 제대로 밝혀라!!!!!!!!!!!!!
이를 특검해야 한다",0
131,15,무식한 양반. 피해자인 성남시가 환수받을 것임. 민사적으로.,0
132,16,이런 기사를 왜 실어주냐,0
133,16,해산되야 할 매국노당이 이젠 정신 나갔구나 ㅎㅎㅎㅎ. 역시 매국노당이야. 내란역적놈들.,0
134,16,너그 맘에 안들면 탄핵이냐??일 잘하는걸 왜 탄핵하냐?? 꼴같지도 않은 인간들아 해산당하고 조사나 받아,0
135,16,장돌혁 너부터  정치계에서  사라져야  할것이야...,0
136,16,뭔 헛소린지?,0
137,16,저런 정신 나간게 야당 대표란다. ㅋㅋ.  대통령 국정 지지율이 63프로에? 코스피 4200 시대에 대통령 탄핵을 띄워? ㅋㅋ? 근데? 궁금한게? 107석으로 탄핵 발의나 가능하냐? 국힘 니들은 분신술 하냐? ㅋㅋ,0
138,16,"위헌정당해산-&gt;재보궐선거-&gt;민주당 20여석추가 확보-&gt;개헌-&gt;친일매국노청산, 반민족특위구성후 반민부폐세력관영없는 처벌과 재산몰수, 부폐와의 전쟁선포-&gt;깨끗한나라좋은나라구현",0
139,16,탄핵 ㅋㅋㅋㅋㅋㅋㅋ 민주당이 탄핵해서 다 되니까 쉬운거같냐 될 사유가 있어야지 탄핵이 되는거지,0
140,16,"국짐은 정말 답없다~  그냥  통일교, 신천지, 전한길, 전광훈이랑 놀아라~  앞으로 영영 정권 잡을일 없겠네 ㅋㅋ",0
141,16,내란의힘~~뇌물의힘아~~니들이 국정조사나 특검 할 능력은 되냐?????????? ㅋㅋㅋㅋㅋㅋㅋ,0
142,16,"동혁아~~~
니그당이나 해산해라~~~
아니다~~~
그냥 기다려라~~
해산시켜줄게~^^ㅋㅋ
국민개돼지당~~~
국민의 짐당~~~",0
143,16,야이00000아 탄핵대상1번은 바로너 장동혁아이가,0
144,16,"왜 탄핵을 해야된다는거지?일을 잘해서?아님,검찰이 뒤집어 씌워서 억지 기소한것들 때문에 범죄자라고 프레임 뒤집어 씌워서?",0
145,16,무슨 명분도없이 일잘하는 사람을 탄핵을 미친거아냐,0
146,16,썩열이 항소 포기때는 가만히 있더만..,0
147,16,꼴에? 내란잔당 주제에? 니들 정당해산이 훨 빨라. 딱 기다려라.,0
148,16,정신이 제대로 박히지 않은 인간이네요,0
149,16,썩열이도그렇지만 장동혁 이놈도 태어나지 말아야될 놈이다 대한민국 발전에 이완용 보다저 못된 놈이다,0
150,16,야 임마 탄핵은 국민들이 알아서 결정한다.내란당 놈들이 주절거릴  일이 아니거든 국민들이 선택한 대통령이고 정권이다.너희 내란당 국민들은 아주 학을 띠고 징그럽다.그리고 너 눈구녕 벌겋게 충혈되서  악다구 쓰고 삿대질 섬뜩하고 살기를 느낀다.,0
151,16,탄핵할 힘이 있나 ... 힘 있음 해봐라 한번 ... 탄핵은 아무나 하는줄 아느냐 ...,0
152,17,대장동 범죄자들은 50억 클럽부터  국짐당 소속들  뿐,0
153,17,꺼지라 폭력 국회의원!!   불쌍하다 무플~~~~ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋㅋ 퉤,0
154,18,민주당도 윤석열 이라 불렀음 인과응보,0
155,18,난 단 한번도 이재명을 대통령이라 생각한 적이 없다,0
156,18,대통령은 개뿔 추악한 범죄자 한마리,0
157,18,제목이 웃긴다. 이재명은 가짜니까 대통령 붙이면 당연히 안되지.,0
158,18,"민주당도 똑같이 하잖아~
모가 문제야?
윤석열 김건이 이렇게 말하면서
재명이는 끝에 대통령 여사라고 불러야되는거야?
내로남불좀 그만하자
자기는 로맨스 남은 불륜이냐",0
159,18,대통령이 되면 안될 사람이었다. 본인의 사법리스크를 권력의 힘과 거대야당을 내세워 폭거하는 정부! 국민을 위한다고? 몇십만원 쥐어주고 본인들은 법위에서 행동하는 나쁜 사람들. 대장동 7천억?? 학생때 부터 배운 자유민주주의 3권 독립은 무너진채 의회를 장악한 거대 인원으로 한사람을 위한 정치가 공산당과 뭐가 다른가? 대장동 일당 얼굴들을 보니 화가 난다. 설령 검사의 강압수사라 할지라도 그게 잘못이 아니다. 팩트는 국민의 돈을 해처먹은 일당이라는거다. 그 돈 모두 국가에 환속해라! 국민의 명령이다!! 나쁜 사람들,0
160,18,죄맹이가 대장동 몸통이 석열이라고 했지..그럼 당연히 항소해야 정상이지..7400억 몸통에게 들어가는데..안 그래? 찢민주당?,0
161,18,이재명 물러나라. 전과4범 정치범도아닌 잡범에 현재 피의자신분인 이재명구속 수사하라.,0
162,18,"이재명에게 대통령보다는 피의자호칭 이 더 적절하다. 저 인간들 김정은은 꼬박 위원장 호칭하면서 자국의 위인들은 이승만, 박정희 하며 호칭도 없애는데 이재명에게 무슨 호칭인가?",0
163,18,잘한다 박수,0
164,18,"민주당은 윤석렬 대통령은 고사하고 이름조차도 윤석렬이 아닌 윤""이라고 불렀다. 뿌린대로 거둔다",0
165,18,코스피 4000을 넘어 5000을 향하고 있고. 좌충우돌  트럼프 상대로 관세외교 선방하고 있고. ai 산업도 열심히 챙기고 있지만. 극우는 오로지 정권 욕심으로 일잘하는 정부 흔들기에 전념. 극우들 스스로 봐도 전임자와 비교했을떄 현정부가 일잘하는거에 할말없으니 더욱 불안한 상태,0
166,18,정성호는 범죄자 한놈을 위해서 개돼지한테 신중하게 판단하라고 2번씩이나 지시했단다,0
167,18,"이놈의 대한민국 정치인들은 
너나 할거없이 죄다 범죄자들 또는 음주운전자들이
아닌 사람이
없어 .. 전과 있는 놈들은 걍 정치를 못하게 할순 없는거야?? 그렇게 나랏일 할사람이 없냐",0
168,18,국힘 없어져라 내년총선때 한석도 없었음좋겠네  얼빠진 사람들 이  아직도있어서  될지 모르겠지만 국힘해체되어라,0
169,18,"운 좋게 재판 지연으로 대선에서 대통령이 되었을지 몰라도, 국민 대부분이 마음에서 우러나는 존경심을 느끼긴 어려워 보인다. 일을 잘하는 것도 중요하지만, 지도자에게는 인성과 품격도 필수 덕목이다. 가족 문제를 이유로, 일반 가정에서는 도저히 할 수 없는 거친 말을 가족에게 하는 모습을 보면, 인성과 품격에 의문이 든다.",0
170,18,결론은 하나!!!검란이든 법란이든 이 국난은 범죄자 이재명 하나로 통한다.정말 나쁜 사람이다.,0
171,18,세계의 어느 나라라도 좌파정부 들어서서 국민이 행복하고 부자된 나라 있냐!! 정권잡은자들만 떵떵거리면서 사는세상을 만든다.,0
172,18,이젠 국힘도 잡범과 싸워야한다.40명은 동참하고 67명 어딜갔나.싸위지 않는자는 국회뺏지 반납해라 나라꼴이 망가지는데 뒷짐지고 월급받고 애국민 한테 부끄럽지 않나.,0
173,18,온갖 재판받는 이재명 하나땜에 온 나라가 아사리판 개판이 된건 확실하다.,0
174,19,,0
175,20,경찰수사역량이 김총리 지시하나로 해결대면 좋겠네요...검찰수사도 못믿는자들이 경찰수사는 어떻게 믿나요?,0
176,20,"기초과학도 획기적인 방안을 마련만 하면 일본,미국을 몇년안에 따라잡는답니까? 무슨 산업도 획기적인 방안만 마련하면 금방 1등기업이 된답니까?
진짜 뭐하나 하는거 보면 자기네들은 무슨 신의 경지에서 신통방통한 뭔가를 가지고 있는 듯?
이젠 우리나라도 뮈든지 순리대로 일관성있게 꾸준히 해서 목표하는 바를 이루었으면 좋겠네요! 이젠 그만 정치인들에게 큰 기대는 안가졌으면 하네요!
도대체 뭐를 위해서 이러는건지,,여나야나?진보든 보수든? 그냥 권력을 잡아서 누리고만 싶은듯 보입니다!",0
177,20,물정모르는소리,0
178,20,"참.. ㅋㅋ 책상물림들~♡ 그게 니가 말 몇마디로 지시 내린다고? 텃밭 자체가 썩었는데 갑자기 수확량이 2~3배가 될까? 왜 ㅋㅋ 아예, 기왕 말엄포 놓는 거? '헬조선 국력이 올해 안으로 미국을 추월할 발전방안 마련하라' 그러잖고?",0
179,20,"☆나는 이런나라에 살고싶다.
☆전과4범 잡범인 대똥령이 있는 나라.
☆그 전과자로 인해 5명이 자살 당한 대똥령이 있는 나라.
☆교제살인 변호한 유능한 대똥령이 있는 나라
☆사법부 수장도 서열 정해 개무시하며 발밑에 두려하는 대똥령이 있는 나라.
☆법도 힘센 놈이 정하는 대똥령이 있는 나라.
☆나랏돈도 내돈 쓰듯 선심쓰며 표 구걸하는 대똥령이 있는 나라.
☆그돈 받아먹고 좋다고 표 파는 개돼지들의 대똥령이 있는 나라. 
*나는 이런 나라에서 살고싶다~~~",0
180,20,,0
181,20,국군 장병들아!! 쿠데타라도 좀해라.. 내전이라도 벌리자,0
182,20,두잡범이  앉아서  내란내란하며  놀고있냐?,0
183,20,,0
184,20,"이 사람아 개혁을 해 놓고, 옮겨야지 옮겨 놓고 개혁해?  공부하고 해야지 혁기적으로 공부해 개선하라니. 준비가 덜 되었다는 걸 뒤늦게 인정? 정말 국민을 위한것인가?",0
185,20,옛날부터수사는경찰이다하고생색은개검들이~,0
186,20,이넘은 주댕2빼면 쓸게없나보네..맨날 지시만 하래..지시만 수만번하면 뭐하냐?일하는 애들이 탱자탱자하는데..뻑하면 대책수립 나도 대통령 시켜줘라.니네보단 잘하지싶다.60평생 죄안짓고 깨끗이 살아왔는데..,0
187,20,뽀나스 좀 줘라...고생많이 했다,0
188,20,역량이 한계인데~~없는 역량이 자고 일어나면 뽀빠이처럼 갑자기 up되냐?풉ㅎ,0
189,20,"추상같은 말 한마디면, 대한민국 안전사고가 모두 사라지고, 한 소리 호령에 경찰 수사력이 기존 검찰 경찰의 수사력을 넘어설거라는 그 오만함은 어디서 나왔다냐? 설마 짱게판 무협지가 교본은 아니겄지?",0
190,20,김민석아...청문회에서  니가  얼마나  무식하고  거짓말 장이인지  다  보았거든...국무총리??  너를  볼때마다  숨이  턱  막히고  나라걱정에  앞이 캄캄하고  잠이  안 온단다...에휴,0
191,20,저런 1회성 멘트 지시가 지금까지 얼마나 많았나,0
192,20,경호실 경호관들은 CP에서 초밥먹고 동원된 경찰관들은 갈바닥 또는 버스에서 도시락까먹고. 동원된 경호수당도 예산의 범위 탓하며 하루 7000원 던져주는 현실,0
193,20,,0
194,20,이죄명 김민석 너네 죄부터  수사 제대로 받아라,0
195,21,국민들이 힘을 모아야 합니다. 대통령부터 이나라 정치인들이 국민들을 겁내지 않아요  이건 국민들을 우습게 안다는거지요  진짜 국민들이 모일수 있는 시스템을 만들어서 대통령이든 국개의원이든 국민들이 무서운줄 할게 만드는게 이나라 살리는길입니다. 이나라 최악의 쓰레기들이 바로 정치인들입니다. 국민여러분들 이제 힘을 모읍시다.,0
196,21,"뭔 3년 7개월 만이야 대통령 되고 나서 6개월만에 가는 구만, 특활비 전부 부활 시키고 정말 내란 정권이 찢이 이다 국정 마비 시킨 장본인들이 내란범 아니고 뭐냐!!",0
197,21,니놈이갈곳은  캄빵이다.사법부 는재판속개해라.땅땅,0
198,21,그전에 탄핵해라,0
199,21,"대통령 집무실과 참모진 사무실을 청와대로 옮기려는 계획은 철회하고, 현재의 용산 집무실을 계속 사용하는 것이 바람직합니다. 국정의 중심 공간은 무엇보다 안정성과 연속성이 중요하며, 잦은 이전은 행정 효율을 떨어뜨리고 국민 세금 낭비로 이어질 수 있습니다. 청와대는 이미 국민에게 개방된 상징적 공간으로 자리 잡았기 때문에, 다시 행정 공간으로 되돌리면 국민과의 약속을 어기는 결과가 됩니다.",0
200,21,범죄자 부정선거당산자 니놈 청와대 들어가기전에 박살 폐데기 당할 것이다,0
201,21,전과5범 대통령놀이 숸났네,0
202,21,돈이 썩어났구나. 니가 청와대로 옮기면 일을 잘 하니. 올해안에 끌려 내려올거 같으니까 그냥 용산에 있다가 시마이 해라.,0
203,21,그전에 국민들 손에 끌려내려오게 될것 같은데?,0
204,21,"거기서도  못하는게 청와대 간다고 ,  지은죄가 많으니 용산봐 청와대기 숨을곳은 많것지..국민혈세  지 삼짓돈인가,천하역적 탄핵이 답이다..",0
205,21,와 아직 4년넘게남았네 지겹다지겨워,0
206,21,대통령실 특활비 이제 0원 삭감하는 건가요? 윤석열 때처럼.,0
207,21,이제 구중궁궐로 들어가면 다시는 나오지 못한다. 그 속에서 또 무슨일이 벌어질지 걱정이다.,0
208,21,돈이 남아 돌아가네 보수가 정권을 잡으면 용산으로 다시 가나?,0
209,21,"멍청하고 한심한 괴물 한쌍이 나라를 어지럽히고 용천발광을 하다, 이제서야 제 자리로 돌아왔구먼... 국민으로서 축하할 일이네~!!",0
210,21,국민들로부터 청와대를 빼앗아 가는구나..... 그냥 용산 적당히 쓰다 세종으로 가면 될 거를....,0
211,21,미친개는 몽둥이가 약인데....제정신 아닌 인간들이 많구나 무당같지도 않은 무슨법사인가 하는 인간 말과 귀신같은 무속신앙으로 조단위 육박하는 돈을 써가메 국방부등 군행정기관 다옮기게 만들며 돈을 써제끼며 씨잘데기 없는짓을 하고 청와대 개방한다고 하더니 김건희 놀이터로 쓰고 그걸 바로 잡아 오랜 전통의 청와대로 돌아가는걸 욕하고 자빠졌다고?? 참나 어이가 없다,0
212,21,가면 뭐하냐? 탄핵이 코앞인데..일부러 이러는 것 다 안다. 이나라는 대통이 없다. 사기꾼 피의자들만 있다. 😡😡😡,0
213,21,청와대 요즘 시대에는 전혀 안맞고 실효성도 떨어진다. 권위주의 시대 대통령이란 인간들이 오만한 특권의식으로 지은 건물이다. 대통령이 무슨 임금이냐? 저혼자서 웅장한 건물을 사용하고 수백명의 비서들은 몇백미터 떨어진 곳에서 일을 하다니..... 미국 백악관을 봐라. 청와대 국민의 공간 건물로 사용하게 하라.,0
214,21,너 세종시로 간다고 했잖아? 또 사기친거야 ㅠ 역시 이죄명답다~,0
215,22,"맞습니다
.현정권의.나팔수맞습니다
대한민국.언론이.민주당.대변인을.하고있습니다",0
216,22,저 여자 좀 퇴출시켜주세요.,0
217,22,내란당을 두둔해주면 착한앵커 민주당 두둔해주면 나쁜앵커 당신의 기준은 참 싸구려네 제발 은퇴하세요 더이상 물흐리지말고,0
218,22,"빠루상, 재판 안받냐?",0
219,22,나경원도 전한길이랑 같이 우리나라 국적 좀 포기해줄래?? 나경원한텐 대한민국 국적이 너무 과하네..,0
220,22,사람이 아닌 나귀신입니다.,0
221,23,자~이제 의로운 김만배 쉴드칠 천재견들 들어와라~ ㅋ  7억으로 7천억을 버는 위로운 김만배님 보다 못한 가붕개들 ~ㅋㅋㅋ,0
222,24,말이야 방구야?  입만 벌리면 거짓말,0
223,24,입만 떼면 거짓말. 아주 능지처참을 해야 함.,0
224,24,내란수괴 사형집행 대찬성!,0
225,24,어이~ 윤씨!!! 과거에 검사질 했다며!!!  그렇게 유치한 변명이 통할 것 같은가? 추하게 굴지말고 네가 항상 좋아하고 자주 말한 '법과원칙에 따라' 당당히 심판 받고 그안에서 푹 썩어라 임마.,0
226,24,축 사형,0
227,24,나에게 있어서 입이란 쳐먹고 거짓말하는 용도외에는 없다. 이런놈이 좋다고 하는 놈들도 정상이 아니지,0
228,24,정성호가 대장동관련 언급한것도 개입이지 . 윤석렬이도 개입이고. 공평해야지?,0
229,24,"형량깍을려고 개짓으러 여기저기
기웃거리는구나 ㅉ",0
230,24,왜 나와서 지롤하냐. 니가 짖어대는건 참말도 거짓으로 다가온다,0
231,24,격노도 못하냐? 난 오늘도 민주당에 격노한다,0
232,25,냉장고를 발라먹는 옥수동의 도련님이 저질이고 혐요세여 이시바라 ~~~~~~~~~~~~~~~~~~~~~~~` 푸 ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ,0
233,25,반대파 숙청에만 눈이 먼 더민당과 그 수괴 이재명이가 가장 저질임.,0
234,25,"5.18 이나 세월호, 중공놈들에 대해 입을 막는 것은 신판 독재로 가는 길이다.  중공 닮아가나?",0
235,25,"저질은 민주당 얘기하는건가,ㅡㅡ",0
236,25,"李대통령 ""혐오 묵과 안 돼""??? 짐 울나라에서 제일 혐오스러운게 누군데? 바로 너잖아? 찢명아?",0
