commentID,newID,comment,judge
89,12,문재인은 적폐청산이라는 타이틀만 걸어놓고 실지로 한것이 없다. 이재명은 반드시 할것이다. 나는 김만배 기자수첩에 나와있던 기자놈들이나 골프장가서 용돈처받던 기뢰기들이 처벌됬다는 뉴스를 본적이 없다. 그결과아는사람들있나? 대장동을 이렇게 어영구영끝내면 또 똑같은짓이 계속반복될것이다. 화천대유 천하동인 이런데서 검판사하던놈들 감사네 이사네 직책달고 50억씩 받아쳐먹으면서 이런사업을 비호해주고 자신들은 빠져나가고 이재명같이 땡전한푼안받은사람만 배임으로 엮어서 넣으면 제2 제3의 대장동이 계속생길것이다. 아주좍살내버려라,0
90,12,"""내란""이란 단어는 포함되어있지 않다. 그러나, 선동하기에는 내란 프레임이 너~~~무 좋다. 416 노란리본처럼. 미안하다 고맙다 훠훠훠훠",0
91,12,"물가,환율,관세 뭐 하나 해결하는 건 없고 내란으로 그냥 퉁~~국민들이 잘 보고 있음. 아주 잘~",0
92,12,단군이래 최악의 적폐세력은 다중범죄자이재명의 범죄자정권과 더불어 범죄당이다.,0
93,12,아직 법원에서 결정되지 않은 내란죄를 덮어 씌운다면 아직 판결나지 않은 12개혐의 5개 재판을 포함 당신을 예비전과 16범이라 칭해도 되겠지?,0
100,13,나경원은 항상 논리가 딸리니까 마지막은 꼭 인신공격이지. 나경원이 국힘을 대표하고 나서는 시기 동안 국힘이 잘 된 적이 없다,0
101,13,"니 재판이나 지연시키지말고 잘 받아라~ 
내란 동조  극우 선동 나빠루야~",0
102,13,빠루 너도 탄핵감이다,0
110,13,내란대변인 나왔네,0
111,13,"이 여자 대체 언제 잡아가나요???????????
아후~ 시끄러워 못살겠네",0
112,13,"진짜 수준...ㅋㅋㅋ 저게 이 나라의 판사였고, 국회의원인데다가 5선이라니ㅋㅋㅋㅋ 동작구는 어마어마하게 잘사는 동네인가봐?ㅋㅋㅋㅋ",0
113,13,"제2의 홍준표납시었네.. 진행자가 먼질문이든 할수 있고, 대답자신없으면 모른다고 하면 될일이지, 진행자를 공격하는 치사한짓을 하냐? 달을 봐야지 손가락을 지적질해대면 되것냐? 5선씩이나 된담서.. 초선같은짓을 하다니...",0
120,14,정권 몰락은 자유당 공화당 한나라당 새누리당 국짐당때나 몰락이지 역대 민주당은 몰락한적이 없다 참 당명 마이도 바뀌었네 뭐땜시 ......,0
121,14,특검하자  국정조사  모두해라  대장동에서 동먹은놈들 모두 조사하자  ㅎㅎ곽쌍도 박영수 윤석얄  오십억클럽  ㅋㅋ모두 곰찰출신  국짐당  해보자  ㅋㅋ,0
127,14,국민의 80%는 조 작 질 개검 스 레 기과 주정 뱅이의  개들  국민의 똥과 토 왜 기관지는 역사속으로 사라지길 원한다,0
128,14,"참.. 하찮은 인간들 하찮은 짓들만 하는구나
나라 망치지말고 쓰레기들 청소좀 하게 입 좀 닥치고 있어라",0
129,14,정권 몰락하면  국힘에  좋은거  아냐?  부채질 해야지  왜  훼방을 놓지?,0
130,14,"대장동, 김현지, 리재명의 공통점이 무엇인지 제대로 밝혀라!!!!!!!!!!!!!
이를 특검해야 한다",0
131,15,무식한 양반. 피해자인 성남시가 환수받을 것임. 민사적으로.,0
132,16,이런 기사를 왜 실어주냐,0
133,16,해산되야 할 매국노당이 이젠 정신 나갔구나 ㅎㅎㅎㅎ. 역시 매국노당이야. 내란역적놈들.,0
134,16,너그 맘에 안들면 탄핵이냐??일 잘하는걸 왜 탄핵하냐?? 꼴같지도 않은 인간들아 해산당하고 조사나 받아,0
135,16,장돌혁 너부터  정치계에서  사라져야  할것이야...,0
141,16,내란의힘~~뇌물의힘아~~니들이 국정조사나 특검 할 능력은 되냐?????????? ㅋㅋㅋㅋㅋㅋㅋ,0
142,16,"동혁아~~~
니그당이나 해산해라~~~
아니다~~~
그냥 기다려라~~
해산시켜줄게~^^ㅋㅋ
국민개돼지당~~~
국민의 짐당~~~",0
143,16,야이00000아 탄핵대상1번은 바로너 장동혁아이가,0
155,18,난 단 한번도 이재명을 대통령이라 생각한 적이 없다,0
156,18,대통령은 개뿔 추악한 범죄자 한마리,0
157,18,제목이 웃긴다. 이재명은 가짜니까 대통령 붙이면 당연히 안되지.,0
158,18,"민주당도 똑같이 하잖아~
모가 문제야?
윤석열 김건이 이렇게 말하면서
재명이는 끝에 대통령 여사라고 불러야되는거야?
내로남불좀 그만하자
자기는 로맨스 남은 불륜이냐",0
159,18,대통령이 되면 안될 사람이었다. 본인의 사법리스크를 권력의 힘과 거대야당을 내세워 폭거하는 정부! 국민을 위한다고? 몇십만원 쥐어주고 본인들은 법위에서 행동하는 나쁜 사람들. 대장동 7천억?? 학생때 부터 배운 자유민주주의 3권 독립은 무너진채 의회를 장악한 거대 인원으로 한사람을 위한 정치가 공산당과 뭐가 다른가? 대장동 일당 얼굴들을 보니 화가 난다. 설령 검사의 강압수사라 할지라도 그게 잘못이 아니다. 팩트는 국민의 돈을 해처먹은 일당이라는거다. 그 돈 모두 국가에 환속해라! 국민의 명령이다!! 나쁜 사람들,0
160,18,죄맹이가 대장동 몸통이 석열이라고 했지..그럼 당연히 항소해야 정상이지..7400억 몸통에게 들어가는데..안 그래? 찢민주당?,0
161,18,이재명 물러나라. 전과4범 정치범도아닌 잡범에 현재 피의자신분인 이재명구속 수사하라.,0
175,20,경찰수사역량이 김총리 지시하나로 해결대면 좋겠네요...검찰수사도 못믿는자들이 경찰수사는 어떻게 믿나요?,0
176,20,"기초과학도 획기적인 방안을 마련만 하면 일본,미국을 몇년안에 따라잡는답니까? 무슨 산업도 획기적인 방안만 마련하면 금방 1등기업이 된답니까?
진짜 뭐하나 하는거 보면 자기네들은 무슨 신의 경지에서 신통방통한 뭔가를 가지고 있는 듯?
이젠 우리나라도 뮈든지 순리대로 일관성있게 꾸준히 해서 목표하는 바를 이루었으면 좋겠네요! 이젠 그만 정치인들에게 큰 기대는 안가졌으면 하네요!
도대체 뭐를 위해서 이러는건지,,여나야나?진보든 보수든? 그냥 권력을 잡아서 누리고만 싶은듯 보입니다!",0
177,20,물정모르는소리,0
178,20,"참.. ㅋㅋ 책상물림들~♡ 그게 니가 말 몇마디로 지시 내린다고? 텃밭 자체가 썩었는데 갑자기 수확량이 2~3배가 될까? 왜 ㅋㅋ 아예, 기왕 말엄포 놓는 거? '헬조선 국력이 올해 안으로 미국을 추월할 발전방안 마련하라' 그러잖고?",0
179,20,"☆나는 이런나라에 살고싶다.
☆전과4범 잡범인 대똥령이 있는 나라.
☆그 전과자로 인해 5명이 자살 당한 대똥령이 있는 나라.
☆교제살인 변호한 유능한 대똥령이 있는 나라
☆사법부 수장도 서열 정해 개무시하며 발밑에 두려하는 대똥령이 있는 나라.
☆법도 힘센 놈이 정하는 대똥령이 있는 나라.
☆나랏돈도 내돈 쓰듯 선심쓰며 표 구걸하는 대똥령이 있는 나라.
☆그돈 받아먹고 좋다고 표 파는 개돼지들의 대똥령이 있는 나라. 
*나는 이런 나라에서 살고싶다~~~",0
185,20,옛날부터수사는경찰이다하고생색은개검들이~,0
186,20,이넘은 주댕2빼면 쓸게없나보네..맨날 지시만 하래..지시만 수만번하면 뭐하냐?일하는 애들이 탱자탱자하는데..뻑하면 대책수립 나도 대통령 시켜줘라.니네보단 잘하지싶다.60평생 죄안짓고 깨끗이 살아왔는데..,0
196,21,"뭔 3년 7개월 만이야 대통령 되고 나서 6개월만에 가는 구만, 특활비 전부 부활 시키고 정말 내란 정권이 찢이 이다 국정 마비 시킨 장본인들이 내란범 아니고 뭐냐!!",0
197,21,니놈이갈곳은  캄빵이다.사법부 는재판속개해라.땅땅,0
198,21,그전에 탄핵해라,0
199,21,"대통령 집무실과 참모진 사무실을 청와대로 옮기려는 계획은 철회하고, 현재의 용산 집무실을 계속 사용하는 것이 바람직합니다. 국정의 중심 공간은 무엇보다 안정성과 연속성이 중요하며, 잦은 이전은 행정 효율을 떨어뜨리고 국민 세금 낭비로 이어질 수 있습니다. 청와대는 이미 국민에게 개방된 상징적 공간으로 자리 잡았기 때문에, 다시 행정 공간으로 되돌리면 국민과의 약속을 어기는 결과가 됩니다.",0
200,21,범죄자 부정선거당산자 니놈 청와대 들어가기전에 박살 폐데기 당할 것이다,0
201,21,전과5범 대통령놀이 숸났네,0
202,21,돈이 썩어났구나. 니가 청와대로 옮기면 일을 잘 하니. 올해안에 끌려 내려올거 같으니까 그냥 용산에 있다가 시마이 해라.,0
217,22,내란당을 두둔해주면 착한앵커 민주당 두둔해주면 나쁜앵커 당신의 기준은 참 싸구려네 제발 은퇴하세요 더이상 물흐리지말고,0
218,22,"빠루상, 재판 안받냐?",0
219,22,나경원도 전한길이랑 같이 우리나라 국적 좀 포기해줄래?? 나경원한텐 대한민국 국적이 너무 과하네..,0
220,22,사람이 아닌 나귀신입니다.,0
221,23,자~이제 의로운 김만배 쉴드칠 천재견들 들어와라~ ㅋ  7억으로 7천억을 버는 위로운 김만배님 보다 못한 가붕개들 ~ㅋㅋㅋ,0
222,24,말이야 방구야?  입만 벌리면 거짓말,0
223,24,입만 떼면 거짓말. 아주 능지처참을 해야 함.,0
224,24,내란수괴 사형집행 대찬성!,0
225,24,어이~ 윤씨!!! 과거에 검사질 했다며!!!  그렇게 유치한 변명이 통할 것 같은가? 추하게 굴지말고 네가 항상 좋아하고 자주 말한 '법과원칙에 따라' 당당히 심판 받고 그안에서 푹 썩어라 임마.,0
226,24,축 사형,0
227,24,나에게 있어서 입이란 쳐먹고 거짓말하는 용도외에는 없다. 이런놈이 좋다고 하는 놈들도 정상이 아니지,0
228,24,정성호가 대장동관련 언급한것도 개입이지 . 윤석렬이도 개입이고. 공평해야지?,0
239,25,"이 아무개, 정 아무개, 조 아무개, 추 아무개들 만한 저질들이 또 있겠냐?",0
240,25,저 아자씨 본인과 자당 저질성분들의 속성과 본질을 화려하게 에둘러 말쌈하고 자빠져 있네요~~!!,0
241,25,대한민국 주권을 무시하는 혐한 이재명은 물러나라!  만배 재벌만들어준 7000억 권력비리 재명아 너 탄핵이다. 현지야.,0
242,25,인종차별은 안돠지만 역사왜곡하는 중공놈들과 일본들은 욕해도 돼,0
243,25,니가 예수님이냐???  원수를 사랑해야 되냐?? 난 그냥 욕하고 싶은데,0
244,25,막장정치인들 ~~,0
245,25,더러운 욕 담아서 플랜카드 설치한 사람들이  더불당이 먼저인데 ㅎㅎ,0
250,26,정권내내 부패와 무능으로 일관하다가 내란으로 끝난 정권 부역 정당 답네요,0
262,28,면소 밑밥 까네?,0
263,28,형수찢도 유치원부터 조기교육 시키자 잡범.좌파.개딸들이 존경하는 위대한아버지 찢잡범죄명이의 패륜아적 쌍욕을 해야 우두머리가 된다고 어릴때부터 교육시키자,0
264,28,성호야 오래버티겠다. 세금 축 내연서,0
265,28,"지 한테  불리한건 다  때려 부시네
  역대  이런 쓰레기 너덜 거리는 대통령은 없었다",0
266,28,더섯분 돌아가시게 했으니 간접살인자 찢재명 맞네...형수 거길 찢으라고했으니 찢재명 아들넘 할머니 상중에 안마시술소에서 성매수했으니 망쪼든 집안 이것도 사실이네...전과4범 맞네...더러운 찢재명,0
267,28,쓸데없는 법안...,0
268,29,징계도 징계지만 잘라버리고 변호사 및 법 관련 재취업 금지법 만들어라. 다시는 조작질 공작질 꿈도 못꾸게.,0
269,29,뺑기똥 다 징계하지 말고 총살시키지 왜 징계 ㅋ 니 중딩이나 징계해라 뺑기통,0
270,29,친윤검사들 다 징계하라 윤 항소포기때 가만희 있던 검ㅈ사들이다 정치윤검찰들이다 계엄옹호하는 검사들 내리는기 맞다 민주당은 우습냐   윤석열때는 꼼착 못했다,0
271,29,징계가  아니라  범죄자들을 먼저   처벌해야  된다.! 이재명  범죄자  부터 처벌 하라.!'범죄자 를  위해  온갖 거짓말 과  편법을 일삼는 범죄자  일당들 부터 수사 하고  처벌  하라.!,0
272,29,국회는 국개의원은 저래도 되나?,0
273,29,"국회가  X판이고   ,검찰은 그나마 양호하다",0
283,30,환율 폭등하고 원화가치 하락으로 외국투자자 떠나는데 유가는 치솟아 물가도 치솟는데.... 개미들아 열심히 드루와~ 드루와서 결과는 알아서 해.,0
284,31,"대장동, 백현동, 대북송금, 이런 거 가담자들이야말로 내란범들이다. 그 셋 다 관여한게 김현지라며?",0
285,31,아무리 발버둥쳐도 5가지 혐의는 안 덮어 진다.,0
286,31,이재명 대통령 되면 보복은 없다고 하지 않았나 !.......양아치 이재명 말을 믿고 투표한 것들이 제일 나빠 !....더러운 양아치 개좌파 세상이다.,0
287,31,싸그리 잡아서 자리를 박탈합시다. 나는 아니고가 아닌 단순지라도 싹을 잘리야 한다.,0
288,31,역시 이재명.. 잘한다. 아주 발본색원 뿌리를 뽑아 갈아서 한강에 날려야 한다.,0
296,31,재명아 딴짓좀 그만하고 원달러 환율좀 잡아 능력없는 무지랭이야,0
297,31,할라면 빨랑해 특검 들어간지 반년은 넘었지 아마... 뭐 있냐? 외환죄로 몰아가려다 증거 없으니까 일반이적 ㅋ 이런 것도 있었냐 북괴에 무인기 날려서 도발을 유도했다 ㅋ 나비효과 영화찍냐 ㅋ 북괴가 먼저 드론 날렸으니 당연히 우리도 해야지 북괴에 벌벌 떠는구나 누가 종북좌파 아니랄까봐. 이렇게 세월호처럼 계속 우려먹고 있지. 뭐 있으면 빨랑해 천치 짓을 하고 좌파졌네. 여기에 홀린 개돼지들은 아직도 광분하고 좌파지고 있지. 아무것도 없는데 말이지 ㅋ,0
298,32,아파트 허가 주면서 개발이익 환수한 시장들 이재명 외에 한명이라도 있냐..?...지들은 1원도 회수 못하고 같이 삥뜯은 넘들이 할것은 아니지...내란아~~내란아~~~확~~~욕 나오네,0
299,32,700억은 그분 것이라는 김만배야 유동규가 그분은 아니란 것 세상이 다 아는데 이제 배임죄까지 없애주면 너가 받는 6천억 중 얼마주기로 했냐?,0
300,32,50억 뇌물 받은 50억 클럽들...31절 특사로 감옥 하루도 안살게 2월 상고 포기시킨 윤썩열과 검찰은....?,0
301,32,재판꺼리로 재판해라...내란 종자들아,0
302,33,"당초 실체없는 이재명 엮기 조작수사.
개검들은 반듯이 조사해야 한다.",0
303,34,"""내돈 아니다 "" ""그분 돈이다""
만배왈",0
304,34,특검을 관철해서 리짜이밍을 탄핵하라. 이런 나라가 어디있나! 국힘의원들 총사퇴 배수진으로 잃었던 정권을 되찾아라,0
305,34,니들 논리면 동혁이 공직선거법 무죄난거 항소포기한것도 그럼 압력없이 항소포기할일이없을텐데ㅋㅋㅋㅋㅋㅋㅋ니들이 압력줘서 포기한거야?해명좀 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ또 그거랑 이거랑 다르다고 하겠지 ㅠㅠ?,0
306,34,내란 당 해산 날짜가 하루하루 다가오니 미쳐 나돌아 댕기는 것 같다. 애들아 정신줄 잡아라..,0
307,34,여사뺏다고 거품 물던것들이. 그냥 없애버려야 국힘은,0
308,34,"동아일보를 편파보도하지마라  윤대통령을
범죄자집단인 민주당이놈들이 윤전대통령이라고 호칭하더냐 이재명이는김정은한테는  위원장님으로  깍듯히 존칭사용하면서  무슨개소리냐",0
309,34,도둑놈 정권을 빨리 땡처리해야!..대장동 몸통이 윤석열이라고 우기던 죄명이..근데 왜 항소 포기하냐? ..지가 몸통임을 증명하네..슈어발!,0
323,35,검찰의 항소에 압력을 가한 이재명의 행위는 윤통의 계엄 보다 더 심각한 내란 이다. 이재명을 탄핵 하고 대통령 다시 뽑아야 한다.,0
324,35,김만배 5700억 남욱 1000억원으로 범죄자들이 몇년살다나오면 갑부로 살텐데 이걸 항소안해서 환수를 못하게한 법무부장관과 윗선까지 특검으로 밝혀내야한다,0
325,35,몸통 은 이재명 이다  몸통 을  구속하라,0
327,35,법과 정의를 깡그리 망치고 있는 전과4범 점박이 찢죄명을 탄핵해야 대한민국이 산다,0
328,35,대장동사건 변호사들이 국회 정부 공직에 들어가있다 범죄자변호사들이 검찰 인사권을 행사한다 참 이상한 나라다,0
329,35,이나라가 기소범 이죄명 한사람을 위해 존재 한다눈 생각울  지울수없다..현정권의 사법 폐악질을 보면  분노와 구역질이 동시에 난다..,0
330,35,"이재명 정권 밋낫이 드러났습니다! 이젠 이재명의 생명, 정권은 끝입니다. 더 이상 놔두는건 독재를 하라는 것이나 다름 없습니다! 모두 이재명 정권 끝내는데 힘을 다해야 합니다!",0
343,36,국익을  개인에게 넘기고 휴가라   윗선과 모의하려고,0
344,37,"선동꾼들아 유네스코에서 아무 문제 없다고 인정했고 대법원 판결에 초고층은 오백미터 떨어져있고 녹지로 종묘에서 산까지 뻥뚫려 오히려 지금보다 시야가 확트였는데
 지선 때문에 무지성 반대하냐 오세훈이 그리 무섭나
 선동을 하려면 제대로 해야지",0
345,37,오허풍 집앞에 150m 애국기 게양대설하고 5시마다 애국가뜰어 부자님들과 공하자그자제분들 자칭 애국기부대 집회공간으로 제,0
346,37,떠들지 말고 법대로 하든가 다음 지선에서 선거로 시민들의 의견을 물어 결판 내든가 해.,0
347,37,망둥어가 뛰니까 꼴뚜기가 뛴다더니 별의 별 넘이  다 나오네..,0
348,38,재판개입이래 ㅋㅋ진중권이는 조희대는 안까냐 ㅋㅋ진중권은 윤석열 개에서 한동훈 개가 다 되었네ㅋㅋ,0
349,38,정보) 댓글에서 대리 발작하는 좌파조선인들은 10원한장 먹은게없지만 김만배 정진상 등등은 수천억을 해먹었다 ㅋㅋ 그와중에 거렁뱅이 죄파들이 무료로 수천억 자산가들 변호해주는중 ㅜㅜ,0
350,38,그러면 내란범 풀어줄때 항소 포기하게 만든 검찰수뇌부는?,0
351,38,산에가 감방가 더불어 대져야 할사유 되지요 ㅋㅋㅋ ㅋㅋㅋ ㅋㅋㅋ 더불어서 전과자지 이시바라 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
352,38,들고 일어서라 들꽃처럼 번지리라,0
353,38,국민들이 똑같이 죄국범죄당빼고 지금 야당에게 내년지선과 이후 총선때 거대의석을 줘야 죄명이 끌어내리고 죄값 받게하고 나라를 바로세울듯..그러나 그전에 지금 모든법안들 앞을내다보며 불리한것들 법안처리할 가능성 100000000%,0
354,38,개죄맹이가 개라는 사실을 만천하에 선포하는 것 ㅋ ㅋ,0
368,39,"검찰이 알아서 정리했다’는 말은 법무부가 책임을 떠넘기는 전형적인 정치적 회피다. 항소 포기라는 중대한 결정을 앞두고 검찰 내부가 들끓고 있는데, 정권은 ‘지시한 적 없다’며 발 빼기에 급급하다.
검찰이 배신당한 게 아니다. 국민이 배신당한 것입니다. 법치를 흔든 자, 진실을 덮은 자, 책임을 회피한 자—이 모두가 탄핵과 사퇴의 대상이다!",0
369,39,장관이 안했어 차관이 했지.,0
370,39,정성호 장관 이진수 차관 노민석 차장 박철우반부패부장 정진우 중앙지검잠 오적 반드시 재산동결로 추징해야한다 팩트와 논리로 로 5적의 행태 국민이 알게한 천재 정치인  한동훈 차대한,0
371,39,검찰추산 배임액에서 대장동 민간인들의 이익이 3000억만 보태면 1조네. 😲,0
372,40,이재명 물고 늘어지다가는 내가 볼때 한방에 니들 나락갈듯한데...... 어디 계속 해봐라 탄핵이고 뭐고~ 누가 눈하나 깜박할지...ㅎㅎㅎㅎㅎ 참으로 한심하다....정치오물집단...쯔쯔쯔쯔,0
373,40,내가 몇번을 얘기하냐? 전원 유죄가 나왔고 검찰이 구형한 형량에 50프로 이상 법원이 판결을 때렸고 유동규는 심지어 구형한거보다 법원이 형량을 더 때렸는데 왜 항소를 하는데? 무죄라도 줬냐? 그냥 트집잡을거나 걸려들면 흑색선전선동밖에 못하는 무능한 매국집단은 즉각 정당해산심판 청구해야 된다. 그리고 느덜 심우정이 윤수괴 항소 포기할땐 입 뻥끗했냐? 내로남불도 유분수지.,0
374,40,아직도 이재명만 물고 늘어지는 한심한 당. 이젠 관심도 안간다.,0
375,40,범죄집단,0
376,40,"윤서결의 유일한 업적, 국힘이 얼마나 우리나라의 암적 존재 집단인지 확실히 알게했다.",0
377,40,지럴하네 국짐쓰레기,0
378,40,먼일만 있으면 이재명 역을라고 발악을 하는구나..ㅋㅋ,0
392,41,멍청래...지금 시국에 내란 타령...ㅋ ㅋ ㅋ 대그빡 규모는 웅장한데 내용물이 별로 없는 인간....전세계에 내란이란 단어를 제일 많이 사용하는 인간...최민희와 당내 사내커플을 연상시키는 인간...그이름 .....정청래.,0
393,41,"이것들아.. 윤석열 임기 초에 이원석을 봐봐라.. 문재인, 김정숙, 이재명 수사하랬더니 질질 끌고 그래도 윤석열이 검찰에 외압하고 그러진 않았다. 너네들처럼 전과자 한명 지키자고 그런식으로 대놓고 항소 제끼고 국민 세금 수천억 날려먹고 그랬냐?",0
394,41,항명? 독재 범죄자 찢죄명의 지령에 목숨거는 개 정성호의 찢죄명 방탄용 항소포기 지시를 따르면 그게 검사가 아니지!!! 대장동 횡령의 몸통이 설계자인 찢죄명인데!!!!,0
395,41,"청래저건, 머리통에  뭐가 들었을까,저 돌머리에 세상빵구 내는건만 들었을까,저걸 몇선이나 시켜준 시민들은",0
396,41,폭탄테러범이 정치하면서 살아가는 너야말로 소멸대상이다,0
397,41,매일 매일 뉴스 보면서 화가 난다. 도데체 죄지은 넘들이 왜이리 잘되고 큰소리 칠 수 있는 세상이 된건지.,0
398,41,내란은 지들이 했는데 맨날 뒤집어 쒸우려 발광을 한다 국민들을 바보로 만들려고 하지마라 이재명은 탄핵 시켜서 남은재판 신속하게 진행 시켜라,0
412,42,한동훈 특유의 아니면 말고식 아무말 대잔치라고 보고요 조국 교수님 발언이 훨씬 신뢰가 갑니다.,0
413,42,"한쪽은 웃기는 원숭이 같고, 한쪽은 털빠진 사냥개, 견원지간이네",0
414,42,동훈이 너는 마약 덥은것하고  법무장관대 석열이 봐준거 너죄를 너가 알렸다,0
415,42,"현 검사들은 한동훈이 얼마나 같잖을까. 정치검찰, 조작검찰의 몸통 한동훈, 윤석열 때문에 대장동 조작 수사가 시작됐는데",0
416,42,판결문보세요 제발~~~,0
417,42,한동훈 검찰쪽 예기엔 흥분 정치엔 어리벙  멍때리고 ~,0
418,42,젓국이한테 공부한애들만 불쌍,0
420,43,정장수는 김해사람 이지  뭔 동구청장을 나온다고,0
421,43,"꼭 지방의원 뽑는 선거를 해야하나?
뉴스를 보면  해외 여행만가던데 사람들 뽑아 국세를 털어 여행비 대주는 꼴인데 세비를 들여 뽑아야하나",0
422,44,"이제까지 이재명에 대한 재판을 보면 정말 이상해. 위증해서 위증한 사람은 처벌받는데 그 위증을 시킨 사람은 죄가 없다고 무죄를 내리고, 경기도지사 시절 대북송금을 했는데 지사는 몰랐다고 우기며 무죄주장하고...이재명이 그 누구부다 나서는거 좋아하고 숟가락얹는거 좋아하는데 전혀 몰랐다는게 말이되냐? 그런데 이번 대장동까지? 자기 정치 인생에서 가장 최고의 역대사업이라고 떠들었는데...몰랐다는게 말이되냐? 구속된 모든 사람들이 다 이재명 측근인데...이걸 이재명만 몰랐다고? 진짜 몰랐으면 무능인거야. 주변에서 다해쳐먹는데도 모른건.",0
430,44,"검찰이 벌금을 7천억 넘게 때렸는데 고작 4백억으로 낮춰줬는데 항소를 안한다는게 말이 되냐? 이건 국고 손실에 횡령이다. 관련된 판사랑 검사, 법무부 장관한테 구상권 청구해서 삼족을 멸해야한다",0
431,44,"현대건설,대우건설 아파트 건축 수인,이익,이윤 다 회수할 수 있나??",0
432,44,검찰개혁 = 검찰은 법무장관 졸이다.,0
433,44,전과4범  지 돈 지킬려고 꼼수부렸네 ㅉㅉ 어여 재판 재개해라~,0
434,44,찢과함께 나쁜짓하면 감빵은 가도 슈킹은 가능하단 얘기네.. 아수라에서 절대 내새끼들 안 버린다던 박성배랑 똑같구나.. ㅎㄷㄷ,0
435,44,개소리 하지 마라 검사개혁 안 하면 민주당 정부가 탄핵 대상이다,0
442,45,"범죄자 찢죄명이 지놈 범죄 관심 돌리려 오직 주식투기 말뿐이네. 외인들 이미 슬슬 발빼고 있고, 반도체 꺽이면 지수폭락으로 전종목 폭락이다. 조심들 혀 !!",0
450,46,"이 넘들,마개가 단단히 빠졌네.누워서 아무리 침을 많이 뱉어봐라.다 니들 면상에 덕지덕지 묻을 뿐이지!",0
451,46,장대표 최고다.,0
452,46,이젠 선 넘는 게 일상이 되버린 인간들.,0
453,46,혁아....준표형이 니네당은 깔끔하게 해산하는게 맞대.,0
454,46,민주당은 제발 위헌정당 해산 신청해서. 이런 놈들 날려라.,0
455,46,미 ㅊ 니가 뭔데 국민이 뽑은 대통령을 탄핵시켜 국힘 정당 해산 시켜라,0
456,46,미안하지만 내란당 해산이 최우선 과제이고 내란당 월급으로 들어가는 세금이 아깝다. 개신당 포함,0
463,47,평양에서 불이났다는데 더듬이들은 뭐하는거냐 큰사고없이 빨리진화되길 기원합니다하고 성명을발표해야지,0
